Network Management Card AOS v3.3.4
Rack PDU APP v3.3.3

Date     	Time     	Name	Contact	Location	System IP
02/27/2024	05:22:38	RackPDU	Unknown	Unknown	10.30.250.14

		Metered Rack PDU   	   	   	   	   	   	
02/19/2024	15:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	15:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	15:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	14:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	13:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	13:44:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	13:34:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	13:24:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	13:14:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	13:04:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	12:54:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	12:44:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	12:34:29	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	12:24:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	12:14:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	12:04:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:54:29	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:44:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:34:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:24:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:14:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	11:04:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:54:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:44:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:34:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:24:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:14:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	10:04:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	09:54:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	09:44:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	09:34:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	09:24:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	09:14:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	09:04:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	08:54:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	08:44:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	08:34:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	08:24:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	08:14:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	08:04:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	07:54:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	07:44:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	07:34:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	07:24:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	07:14:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	07:04:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	06:54:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	06:44:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	06:34:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	06:24:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	06:14:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	06:04:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	05:54:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	05:44:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	05:34:28	2.7	1.2	2.8	1.2	2.6	1.2	
02/19/2024	05:24:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	05:14:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	05:04:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	04:54:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	04:44:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	04:34:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	04:24:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	04:14:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	04:04:28	2.7	1.2	2.7	1.2	2.7	1.2	
02/19/2024	03:54:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	03:44:28	2.7	1.2	2.8	1.3	2.6	1.2	
02/19/2024	03:34:28	2.7	1.2	2.8	1.2	2.7	1.2	
02/19/2024	03:24:28	2.7	1.2	2.8	1.3	2.6	1.2	
02/19/2024	03:14:28	2.7	1.2	2.7	1.2	2.6	1.2	
02/19/2024	03:04:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:54:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:44:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:34:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:24:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:14:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	02:04:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	01:54:28	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	01:44:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	01:34:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	01:24:27	2.6	1.2	2.7	1.3	2.6	1.2	
02/19/2024	01:14:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	01:04:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	00:54:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	00:44:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	00:34:27	2.6	1.2	2.7	1.2	2.6	1.2	
02/19/2024	00:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	00:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/19/2024	00:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	23:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	22:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	21:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	20:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	20:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	20:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	20:24:27	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	20:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	20:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	19:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	18:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	17:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:44:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:34:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:24:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:14:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	16:04:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	15:54:27	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	15:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	15:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	15:24:26	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	15:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	15:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	14:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	13:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	12:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	12:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	12:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	12:24:26	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	12:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	12:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	11:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	10:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	09:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	08:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	07:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	07:44:26	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	07:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	07:24:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	07:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	07:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	06:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	06:44:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	06:34:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	06:24:26	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	06:14:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	06:04:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:54:26	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	05:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	04:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	03:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	02:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	01:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	01:44:25	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	01:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	01:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	01:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	01:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	00:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	00:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	00:34:25	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	00:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/18/2024	00:14:25	2.6	1.2	2.6	1.3	2.6	1.2	
02/18/2024	00:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	23:54:25	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	23:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	23:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	23:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	23:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	23:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	22:54:25	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	22:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	22:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	22:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	22:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	22:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	21:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:34:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:24:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:14:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	20:04:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:54:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:44:25	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:14:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	19:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:14:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	18:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:14:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	17:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:14:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	16:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	15:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	15:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	15:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	15:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	15:14:24	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	15:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	14:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	14:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	14:34:24	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	14:24:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	14:14:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	14:04:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:54:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:44:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:34:24	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	13:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	12:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	11:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	10:54:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	10:44:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	10:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	10:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	10:14:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	10:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	09:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	08:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	08:44:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	08:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	08:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	08:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	08:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	07:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	06:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	05:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	05:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	05:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	05:24:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	05:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	05:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	04:54:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	04:44:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	04:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	04:24:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	04:14:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	04:04:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	03:54:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	03:44:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	03:34:23	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	03:24:23	2.6	1.2	2.6	1.3	2.6	1.2	
02/17/2024	03:14:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	03:04:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	02:54:22	2.6	1.2	2.6	1.2	2.6	1.2	
02/17/2024	02:44:22	2.6	1.2	2.6	1.2	2.6	1.2	
